sleep_log_entry_id,timestamp,overall_score,composition_score,revitalization_score,duration_score,deep_sleep_in_minutes,resting_heart_rate,restlessness
31310627583,2021-03-14T09:08:30Z,76,17,19,40,74,53,0.07677356656948493
31297479278,2021-03-13T08:59:30Z,73,16,21,36,49,54,0.09864364981504316
31284180708,2021-03-12T07:50:30Z,84,21,20,43,65,54,0.07627118644067797
31268468830,2021-03-11T07:37:30Z,76,17,17,42,61,53,0.10098792535675083
31242034598,2021-03-09T08:05:30Z,70,15,16,39,58,53,0.12045690550363447
31215411401,2021-03-07T08:41:30Z,79,18,21,40,28,54,0.07917888563049853
31202061902,2021-03-06T08:26:30Z,54,13,16,25,35,53,0.11971830985915492
31188427488,2021-03-05T07:16:30Z,81,21,19,41,72,53,0.10355329949238579
31175059557,2021-03-04T07:20:30Z,76,17,18,41,79,53,0.07348560079443893
31162857563,2021-03-03T07:39:30Z,72,17,16,39,66,52,0.11324570273003033
31147374647,2021-03-02T07:35:30Z,78,20,19,39,86,51,0.0719910011248594
31128725562,2021-03-01T06:51:00Z,76,16,22,38,55,52,0.07482993197278912
31117395452,2021-02-28T09:53:30Z,82,17,19,46,52,53,0.09945255474452555
31103041716,2021-02-27T08:36:30Z,83,22,21,40,85,54,0.10956175298804781
31089252869,2021-02-26T07:31:30Z,83,22,18,43,102,54,0.07419712070874862
31076169368,2021-02-25T07:24:30Z,85,22,20,43,102,55,0.06984126984126984
31060993102,2021-02-24T06:53:30Z,68,20,13,35,67,52,0.10098176718092566
31029567578,2021-02-22T07:09:30Z,78,21,20,37,54,52,0.0989399293286219
31016230514,2021-02-21T08:12:30Z,80,19,19,42,62,52,0.08577405857740586
31004008594,2021-02-20T08:54:30Z,79,18,20,41,78,53,0.10802139037433155
30989645309,2021-02-19T07:04:30Z,71,14,20,37,72,54,0.0688360450563204
30974401428,2021-02-18T07:04:30Z,74,19,18,37,67,54,0.07692307692307693
30961939510,2021-02-17T08:07:30Z,68,17,14,37,101,53,0.15835777126099707
30947944376,2021-02-16T07:17:30Z,77,20,16,41,90,52,0.09015544041450778
30936557690,2021-02-15T06:49:00Z,73,16,18,39,46,52,0.08189158016147635
30922206430,2021-02-14T08:58:30Z,81,20,20,41,78,53,0.07881773399014778
30909246637,2021-02-13T09:30:30Z,85,22,19,44,91,54,0.09206927985414767
30893124576,2021-02-12T07:30:30Z,78,21,20,37,58,54,0.07171314741035857
30880942642,2021-02-11T07:33:30Z,80,21,20,39,59,54,0.08222490931076179
30866885016,2021-02-10T07:23:30Z,85,21,22,42,73,54,0.08630609896432681
30851711488,2021-02-09T07:22:30Z,83,21,20,42,73,55,0.08324324324324324
30838274643,2021-02-08T07:48:30Z,71,16,16,39,66,54,0.11170784103114931
30825393973,2021-02-07T09:54:30Z,75,15,21,39,39,55,0.0910871694417238
30811518540,2021-02-06T08:09:00Z,84,21,16,47,47,55,0.109072375127421
30797622331,2021-02-05T07:30:30Z,80,18,19,43,68,56,0.07526881720430108
30784881761,2021-02-04T07:21:30Z,76,21,16,39,69,54,0.07907542579075426
30767738446,2021-02-03T07:16:30Z,81,21,18,42,84,55,0.10624315443592552
30751869543,2021-02-02T07:05:30Z,72,17,17,38,62,55,0.08996088657105607
30736964530,2021-02-01T07:04:30Z,73,17,14,42,91,54,0.080797481636936
30723153545,2021-01-31T08:36:30Z,79,17,19,43,59,54,0.06271379703534778
30710340055,2021-01-30T10:04:30Z,81,18,20,43,69,56,0.11754827875734676
30697194624,2021-01-29T07:36:00Z,78,19,18,41,64,56,0.08552631578947369
30682254531,2021-01-28T07:54:30Z,73,19,14,40,77,54,0.08487486398258977
30668336923,2021-01-27T07:30:00Z,72,16,18,38,45,55,0.07692307692307693
30653655237,2021-01-26T07:49:00Z,80,21,18,41,78,56,0.08872651356993737
30637554000,2021-01-25T08:09:30Z,77,17,18,42,50,58,0.10837988826815642
30624676637,2021-01-24T10:21:30Z,69,18,12,39,72,56,0.09378663540445487
30610994655,2021-01-23T09:48:00Z,79,17,20,42,94,58,0.07845303867403315
30595957370,2021-01-22T06:39:30Z,63,16,13,34,46,57,0.08247422680412371
30580552763,2021-01-21T07:38:30Z,73,16,18,39,78,58,0.09797297297297297
30565456287,2021-01-20T07:47:30Z,71,17,16,38,61,57,0.097669256381798
30551161613,2021-01-19T08:01:00Z,77,16,20,41,58,58,0.07790821771611527
30536491864,2021-01-18T07:33:00Z,74,16,20,38,50,58,0.09454545454545454
30524029162,2021-01-17T10:08:30Z,73,16,16,41,85,57,0.10754912099276112
30508703473,2021-01-16T09:13:30Z,72,20,15,37,55,55,0.09630459126539753
30490842612,2021-01-15T07:23:30Z,72,20,19,33,50,55,0.07496977025392987
30478431932,2021-01-14T06:44:00Z,65,15,17,33,33,54,0.08834355828220859
30461016634,2021-01-13T07:56:30Z,71,16,18,37,66,54,0.067853170189099
30445165535,2021-01-12T07:55:30Z,72,17,18,37,51,53,0.07052023121387284
30428588605,2021-01-11T07:40:00Z,73,18,18,37,85,52,0.0977620730270907
30414856423,2021-01-10T06:35:00Z,61,20,16,25,49,54,0.09490333919156414
30402518412,2021-01-09T09:11:00Z,87,21,20,46,77,55,0.07203791469194312
30383692633,2021-01-07T07:36:00Z,72,17,18,37,58,56,0.07636363636363637
